codigo_original;codigo_pai;insumo;quant_utilizada;ult_compra_custo_utilizado
BECHD0000003141;BECHD0000003141;MPAKM0000004754;1;4,18
BECHD0000003141;BECHD0000003141;MPAKM0000004756;1;23,1
BECHD0000003141;BECHD0000003141;MPAKM0000004757;1;4,18
BECHD0000003141;BECHD0000003141;MPAKM0000004766;1;4,18
BECHD0000003141;BECHD0000003141;MPAKP0000000007;1;0,792
BECHD0000003141;BECHD0000003141;MPAKP0000000008;1;0,792
BECHD0000003141;BECHD0000003141;MPAKX0000000070;0,333333;1,976331357
BECHD0000003141;BECHD0000003141;MPAME0000000066;3;0,132
BECHD0000003141;BECHD0000003141;MPAPJ0000001396;1;0,088
BECHD0000003141;BECHD0000003141;MPAQA0000000003;0,06;0,0188298
BECHD0000003141;BECHD0000003141;MPARA0000000059;1;21,78
BECHD0000003141;BECHD0000003141;MPBMF0000000009;1;1,199
BECHD0000003141;BECHD0000003141;MPBMF0000000010;1;1,595
BECHD0000003141;BECHD0000003141;MPBPJ0000001119;1;0,88
BECHD0000003141;BECHD0000003141;MPBPJ0000001121;10;117,7
BECHD0000003141;BECHD0000003141;MPBPJ0000001128;1;0,088
BECHD0000003141;BECHD0000003141;MPBPJ0000001132;1;17,413
BECHD0000003141;BECHD0000003141;MPBPJ0000001137;1;0,253
BECHD0000003141;BECHD0000003141;MPBPJ0000001138;1;0,803
BECHD0000003141;BECHD0000003141;MPBPJ0000001139;1;0,803
BECHD0000003141;BECHD0000003141;MPBPJ0000001163;1;12,32
BECHD0000003141;BECHD0000003141;MPBPJ0000001165;1;6,413
BECHD0000003141;BECHD0000003141;MPBPJ0000001166;1;3,157
BECHD0000003141;BECHD0000003141;MPBPJ0000001167;1;0,737
BECHD0000003141;BECHD0000003141;MPBPJ0000001168;1;0,737
BECHD0000003141;BECHD0000003141;MPBPJ0000001169;1;0,165
BECHD0000003141;BECHD0000003141;MPBPJ0000001170;1;0,803
BECHD0000003141;BECHD0000003141;MPBPJ0000001171;1;0,088
BECHD0000003141;BECHD0000003141;MPBPJ0000001172;1;0,088
BECHD0000003141;BECHD0000003141;MPBPJ0000001173;1;0,396
BECHD0000003141;BECHD0000003141;MPBPJ0000001174;1;0,088
BECHD0000003141;BECHD0000003141;MPBPJ0000001175;1;2,365
BECHD0000003141;BECHD0000003141;MPBPJ0000001176;1;3,608
BECHD0000003141;BECHD0000003141;MPBPJ0000001177;1;4,026
BECHD0000003141;BECHD0000003141;MPBPJ0000001178;1;3,025
BECHD0000003141;BECHD0000003141;MPBPJ0000001179;1;16,423
BECHD0000003141;BECHD0000003141;MQX1709;0,00175;0,4626545
BECHD0000003142;BECHD0000003142;ERX0248;0,333333;0,027133306
BECHD0000003142;BECHD0000003142;MILPK0000000129;1;0,275
BECHD0000003142;BECHD0000003142;MILPK0000000134;1;0,594
BECHD0000003142;BECHD0000003142;MILPK0000000195;1;0,2233
BECHD0000003142;BECHD0000003142;MILPK0000000196;2;0,4466
BECHD0000003142;BECHD0000003142;MILPK0000000197;0,4;0,04532
BECHD0000003142;BECHD0000003142;MILPK0000000198;2;0,095018
BECHD0000003142;BECHD0000003142;MILRR0000000009;0,018;0,008294616
BECHD0000003142;BECHD0000003142;MPADC0000000394;1;12,375
BECHD0000003142;BECHD0000003142;MPAEA0000000519;1;4,356
BECHD0000003142;BECHD0000003142;MPAEA0000000521;1;42,394
BECHD0000003142;BECHD0000003142;MPAHD0000000210;1;15,972
BECHD0000003142;BECHD0000003142;MPAKG0000005006;1;0,594
BECHD0000003142;MNJVS0000002841;MPAKG0000005011;1;0,264
BECHD0000003142;BECHD0000003142;MPAKG0000007531;1;0,319
BECHD0000003142;MNJVS0000002841;MPAKK0000004768;1;0,484
BECHD0000003142;BECHD0000003142;MPAKK0000004846;1;4,477
BECHD0000003142;BECHD0000003142;MPAKK0000004886;1;1,485
BECHD0000003142;MNJVS0000002841;MPAKK0000005015;1;0,264
BECHD0000003142;MNJVS0000002841;MPAKK0000005016;1;8,096
BECHD0000003142;MNJVS0000002841;MPAKK0000005018;1;0,484
BECHD0000003142;BECHD0000003142;MPAKM0000003924;1;0,605
BECHD0000003142;MNJVS0000002841;MPAKM0000004028;1;0,484
BECHD0000003142;BECHD0000003142;MPAKM0000004754;1;4,18
BECHD0000003142;BECHD0000003142;MPAKM0000004756;1;23,1
BECHD0000003142;BECHD0000003142;MPAKM0000004757;1;4,18
BECHD0000003142;BECHD0000003142;MPAKM0000004766;1;4,18
BECHD0000003142;BECHD0000003142;MPAKP0000000007;1;0,792
BECHD0000003142;BECHD0000003142;MPAKP0000000008;1;0,792
BECHD0000003142;BECHD0000003142;MPAKX0000000070;0,333333;1,976331357
BECHD0000003142;BECHD0000003142;MPAME0000000066;3;0,132
BECHD0000003142;BECHD0000003142;MPAPJ0000001396;1;0,088
BECHD0000003142;BECHD0000003142;MPAQA0000000003;0,06;0,0188298
BECHD0000003142;BECHD0000003142;MPARA0000000060;1;21,78
BECHD0000003142;BECHD0000003142;MPBMF0000000009;1;1,199
BECHD0000003142;BECHD0000003142;MPBMF0000000010;1;1,595
BECHD0000003142;BECHD0000003142;MPBPJ0000001119;1;0,88
BECHD0000003142;BECHD0000003142;MPBPJ0000001121;10;117,7
BECHD0000003142;BECHD0000003142;MPBPJ0000001128;1;0,088
BECHD0000003142;BECHD0000003142;MPBPJ0000001132;1;17,413
BECHD0000003142;BECHD0000003142;MPBPJ0000001137;1;0,253
BECHD0000003142;BECHD0000003142;MPBPJ0000001138;1;0,803
BECHD0000003142;BECHD0000003142;MPBPJ0000001139;1;0,803
BECHD0000003142;BECHD0000003142;MPBPJ0000001164;1;12,32
BECHD0000003142;BECHD0000003142;MPBPJ0000001165;1;6,413
BECHD0000003142;BECHD0000003142;MPBPJ0000001166;1;3,157
BECHD0000003142;BECHD0000003142;MPBPJ0000001167;1;0,737
BECHD0000003142;BECHD0000003142;MPBPJ0000001168;1;0,737
BECHD0000003142;BECHD0000003142;MPBPJ0000001169;1;0,165
BECHD0000003142;BECHD0000003142;MPBPJ0000001170;1;0,803
BECHD0000003142;BECHD0000003142;MPBPJ0000001171;1;0,088
BECHD0000003142;BECHD0000003142;MPBPJ0000001172;1;0,088
BECHD0000003142;BECHD0000003142;MPBPJ0000001173;1;0,396
BECHD0000003142;BECHD0000003142;MPBPJ0000001174;1;0,088
BECHD0000003142;BECHD0000003142;MPBPJ0000001175;1;2,365
BECHD0000003142;BECHD0000003142;MPBPJ0000001176;1;3,608
BECHD0000003142;BECHD0000003142;MPBPJ0000001177;1;4,026
BECHD0000003142;BECHD0000003142;MPBPJ0000001178;1;3,025
BECHD0000003142;BECHD0000003142;MPBPJ0000001179;1;16,423
BECHD0000003142;BECHD0000003142;MQX1709;0,00175;0,4626545
BECHD0000003143;BECHD0000003143;ERX0248;0,333333;0,027133306
BECHD0000003143;BECHD0000003143;MILPK0000000129;1;0,275
BECHD0000003143;BECHD0000003143;MILPK0000000134;1;0,594
BECHD0000003143;BECHD0000003143;MILPK0000000195;1;0,2233
BECHD0000003143;BECHD0000003143;MILPK0000000196;2;0,4466
BECHD0000003143;BECHD0000003143;MILPK0000000197;0,4;0,04532
BECHD0000003143;BECHD0000003143;MILPK0000000198;2;0,095018
BECHD0000003143;BECHD0000003143;MILRR0000000009;0,018;0,008294616
BECHD0000003143;BECHD0000003143;MPADC0000000388;1;15,763
BECHD0000003143;BECHD0000003143;MPAEA0000000519;1;4,356
BECHD0000003143;BECHD0000003143;MPAEA0000000520;1;44,814
BECHD0000003143;BECHD0000003143;MPAHD0000000209;1;15,972
BECHD0000003143;BECHD0000003143;MPAKG0000005006;1;0,594
BECHD0000003143;MNJVS0000002772;MPAKG0000005011;1;0,264
BECHD0000003143;BECHD0000003143;MPAKG0000007528;1;0,319
BECHD0000003143;MNJVS0000002772;MPAKK0000004768;1;0,484
BECHD0000003143;BECHD0000003143;MPAKK0000004846;1;4,477
BECHD0000003143;BECHD0000003143;MPAKK0000004886;1;1,485
BECHD0000003143;MNJVS0000002772;MPAKK0000005015;1;0,264
BECHD0000003143;MNJVS0000002772;MPAKK0000005016;1;8,096
BECHD0000003143;MNJVS0000002772;MPAKK0000005017;1;0,484
BECHD0000003143;BECHD0000003143;MPAKM0000003924;1;0,605
BECHD0000003143;MNJVS0000002772;MPAKM0000004028;1;0,484
BECHD0000003143;BECHD0000003143;MPAKM0000004754;1;4,18
BECHD0000003143;BECHD0000003143;MPAKM0000004756;1;23,1
BECHD0000003143;BECHD0000003143;MPAKM0000004757;1;4,18
BECHD0000003143;BECHD0000003143;MPAKM0000004766;1;4,18
BECHD0000003143;BECHD0000003143;MPAKP0000000007;1;0,792
BECHD0000003143;BECHD0000003143;MPAKP0000000008;1;0,792
BECHD0000003143;BECHD0000003143;MPAKX0000000070;0,333333;1,976331357
BECHD0000003143;BECHD0000003143;MPAME0000000066;3;0,132
BECHD0000003143;BECHD0000003143;MPAPJ0000001396;1;0,088
BECHD0000003143;BECHD0000003143;MPAQA0000000003;0,06;0,0188298
BECHD0000003143;BECHD0000003143;MPARA0000000059;1;21,78
BECHD0000003143;BECHD0000003143;MPBMF0000000009;1;1,199
BECHD0000003143;BECHD0000003143;MPBMF0000000010;1;1,595
BECHD0000003143;BECHD0000003143;MPBPJ0000001116;1;12,32
BECHD0000003143;BECHD0000003143;MPBPJ0000001118;1;6,413
BECHD0000003143;BECHD0000003143;MPBPJ0000001119;1;0,88
BECHD0000003143;BECHD0000003143;MPBPJ0000001120;1;3,157
BECHD0000003143;BECHD0000003143;MPBPJ0000001121;10;117,7
BECHD0000003143;BECHD0000003143;MPBPJ0000001122;1;0,737
BECHD0000003143;BECHD0000003143;MPBPJ0000001123;1;0,737
BECHD0000003143;BECHD0000003143;MPBPJ0000001124;1;0,165
BECHD0000003143;BECHD0000003143;MPBPJ0000001125;1;0,088
BECHD0000003143;BECHD0000003143;MPBPJ0000001126;1;0,088
BECHD0000003143;BECHD0000003143;MPBPJ0000001127;1;0,088
BECHD0000003143;BECHD0000003143;MPBPJ0000001128;1;0,088
BECHD0000003143;BECHD0000003143;MPBPJ0000001129;1;0,165
BECHD0000003143;BECHD0000003143;MPBPJ0000001130;1;0,088
BECHD0000003143;BECHD0000003143;MPBPJ0000001131;1;2,365
BECHD0000003143;BECHD0000003143;MPBPJ0000001132;1;17,413
BECHD0000003143;BECHD0000003143;MPBPJ0000001133;1;16,423
BECHD0000003143;BECHD0000003143;MPBPJ0000001134;1;3,608
BECHD0000003143;BECHD0000003143;MPBPJ0000001135;1;4,026
BECHD0000003143;BECHD0000003143;MPBPJ0000001136;1;3,025
BECHD0000003143;BECHD0000003143;MPBPJ0000001137;1;0,253
BECHD0000003143;BECHD0000003143;MPBPJ0000001138;1;0,803
BECHD0000003143;BECHD0000003143;MPBPJ0000001139;1;0,803
BECHD0000003143;BECHD0000003143;MQX1709;0,00175;0,4626545
BECHD0000003144;BECHD0000003144;ERX0248;0,333333;0,027133306
BECHD0000003144;MPABR0000004842;MILPK0000000129;1;0,275
BECHD0000003144;BECHD0000003144;MILPK0000000134;1;0,594
BECHD0000003144;MPABR0000004842;MILPK0000000195;1;0,2233
BECHD0000003144;MPABR0000004842;MILPK0000000196;2;0,4466
BECHD0000003144;BECHD0000003144;MILPK0000000197;0,4;0,04532
BECHD0000003144;BECHD0000003144;MILPK0000000198;2;0,095018
BECHD0000003144;BECHD0000003144;MILRR0000000009;0,018;0,008294616
BECHD0000003144;BECHD0000003144;MPADC0000000389;1;12,375
BECHD0000003144;BECHD0000003144;MPAEA0000000519;1;4,356
BECHD0000003144;BECHD0000003144;MPAEA0000000521;1;42,394
BECHD0000003144;BECHD0000003144;MPAHD0000000210;1;15,972
BECHD0000003144;BECHD0000003144;MPAKG0000005006;1;0,594
BECHD0000003144;MNJVS0000002773;MPAKG0000005011;1;0,264
BECHD0000003144;BECHD0000003144;MPAKG0000007529;1;0,319
BECHD0000003144;MNJVS0000002773;MPAKK0000004768;1;0,484
BECHD0000003144;BECHD0000003144;MPAKK0000004846;1;4,477
BECHD0000003144;BECHD0000003144;MPAKK0000004886;1;1,485
BECHD0000003144;MNJVS0000002773;MPAKK0000005015;1;0,264
BECHD0000003144;MNJVS0000002773;MPAKK0000005016;1;8,096
BECHD0000003144;MNJVS0000002773;MPAKK0000005017;1;0,484
BECHD0000003144;BECHD0000003144;MPAKM0000003924;1;0,605
BECHD0000003144;MNJVS0000002773;MPAKM0000004028;1;0,484
BECHD0000003144;BECHD0000003144;MPAKM0000004754;1;4,18
BECHD0000003144;BECHD0000003144;MPAKM0000004756;1;23,1
BECHD0000003144;BECHD0000003144;MPAKM0000004757;1;4,18
BECHD0000003144;BECHD0000003144;MPAKM0000004766;1;4,18
BECHD0000003144;BECHD0000003144;MPAKP0000000007;1;0,792
BECHD0000003144;BECHD0000003144;MPAKP0000000008;1;0,792
BECHD0000003144;BECHD0000003144;MPAKX0000000070;0,333333;1,976331357
BECHD0000003144;BECHD0000003144;MPAME0000000066;3;0,132
BECHD0000003144;BECHD0000003144;MPAPJ0000001396;1;0,088
BECHD0000003144;BECHD0000003144;MPAQA0000000003;0,06;0,0188298
BECHD0000003144;BECHD0000003144;MPARA0000000060;1;21,78
BECHD0000003144;BECHD0000003144;MPBMF0000000009;1;1,199
BECHD0000003144;BECHD0000003144;MPBMF0000000010;1;1,595
BECHD0000003144;BECHD0000003144;MPBPJ0000001117;1;12,32
BECHD0000003144;BECHD0000003144;MPBPJ0000001118;1;6,413
BECHD0000003144;BECHD0000003144;MPBPJ0000001119;1;0,88
BECHD0000003144;BECHD0000003144;MPBPJ0000001120;1;3,157
BECHD0000003144;BECHD0000003144;MPBPJ0000001121;10;117,7
BECHD0000003144;BECHD0000003144;MPBPJ0000001122;1;0,737
BECHD0000003144;BECHD0000003144;MPBPJ0000001123;1;0,737
BECHD0000003144;BECHD0000003144;MPBPJ0000001124;1;0,165
BECHD0000003144;BECHD0000003144;MPBPJ0000001125;1;0,088
BECHD0000003144;BECHD0000003144;MPBPJ0000001126;1;0,088
BECHD0000003144;BECHD0000003144;MPBPJ0000001127;1;0,088
BECHD0000003144;BECHD0000003144;MPBPJ0000001128;1;0,088
BECHD0000003144;BECHD0000003144;MPBPJ0000001129;1;0,165
BECHD0000003144;BECHD0000003144;MPBPJ0000001130;1;0,088
BECHD0000003144;BECHD0000003144;MPBPJ0000001131;1;2,365
BECHD0000003144;BECHD0000003144;MPBPJ0000001132;1;17,413
BECHD0000003144;BECHD0000003144;MPBPJ0000001133;1;16,423
BECHD0000003144;BECHD0000003144;MPBPJ0000001134;1;3,608
BECHD0000003144;BECHD0000003144;MPBPJ0000001135;1;4,026
BECHD0000003144;BECHD0000003144;MPBPJ0000001136;1;3,025
BECHD0000003144;BECHD0000003144;MPBPJ0000001137;1;0,253
BECHD0000003144;BECHD0000003144;MPBPJ0000001138;1;0,803
BECHD0000003144;BECHD0000003144;MPBPJ0000001139;1;0,803
BECHD0000003144;BECHD0000003144;MQX1709;0,00175;0,4626545
BECHD0000003145;BECHD0000003145;ERX0248;0,333333;0,027133306
BECHD0000003145;BECHD0000003145;MILPK0000000129;1;0,275
BECHD0000003145;BECHD0000003145;MILPK0000000134;1;0,594
BECHD0000003145;BECHD0000003145;MILPK0000000195;1;0,2233
BECHD0000003145;BECHD0000003145;MILPK0000000196;2;0,4466
BECHD0000003145;BECHD0000003145;MILPK0000000197;0,4;0,04532
BECHD0000003145;BECHD0000003145;MILPK0000000198;2;0,095018
BECHD0000003145;BECHD0000003145;MILRR0000000009;0,018;0,008294616
BECHD0000003145;BECHD0000003145;MPADC0000000395;1;15,763
BECHD0000003145;BECHD0000003145;MPAEA0000000519;1;4,356
BECHD0000003145;BECHD0000003145;MPAEA0000000520;1;44,814
BECHD0000003145;BECHD0000003145;MPAHD0000000209;1;15,972
BECHD0000003145;BECHD0000003145;MPAKG0000005006;1;0,594
BECHD0000003145;MNJVS0000002844;MPAKG0000005011;1;0,264
BECHD0000003145;BECHD0000003145;MPAKG0000007532;1;0,319
BECHD0000003145;MNJVS0000002844;MPAKK0000004768;1;0,484
BECHD0000003145;BECHD0000003145;MPAKK0000004846;1;4,477
BECHD0000003145;BECHD0000003145;MPAKK0000004886;1;1,485
BECHD0000003145;MNJVS0000002844;MPAKK0000005015;1;0,264
BECHD0000003145;MNJVS0000002844;MPAKK0000005016;1;8,096
BECHD0000003145;MNJVS0000002844;MPAKK0000005019;1;0,484
BECHD0000003145;BECHD0000003145;MPAKM0000003924;1;0,605
BECHD0000003145;MNJVS0000002844;MPAKM0000004028;1;0,484
BECHD0000003145;BECHD0000003145;MPAKM0000004754;1;4,18
BECHD0000003145;BECHD0000003145;MPAKM0000004756;1;23,1
BECHD0000003145;BECHD0000003145;MPAKM0000004757;1;4,18
BECHD0000003145;BECHD0000003145;MPAKM0000004766;1;4,18
BECHD0000003145;BECHD0000003145;MPAKP0000000007;1;0,792
BECHD0000003145;BECHD0000003145;MPAKP0000000008;1;0,792
BECHD0000003145;BECHD0000003145;MPAKX0000000070;0,333333;1,976331357
BECHD0000003145;BECHD0000003145;MPAME0000000066;3;0,132
BECHD0000003145;BECHD0000003145;MPAPJ0000001396;1;0,088
BECHD0000003145;BECHD0000003145;MPAQA0000000003;0,06;0,0188298
BECHD0000003145;BECHD0000003145;MPARA0000000059;1;21,78
BECHD0000003145;BECHD0000003145;MPBMF0000000009;1;1,199
BECHD0000003145;BECHD0000003145;MPBMF0000000010;1;1,595
BECHD0000003145;BECHD0000003145;MPBPJ0000001119;1;0,88
BECHD0000003145;BECHD0000003145;MPBPJ0000001121;10;117,7
BECHD0000003145;BECHD0000003145;MPBPJ0000001128;1;0,088
BECHD0000003145;BECHD0000003145;MPBPJ0000001132;1;17,413
BECHD0000003145;BECHD0000003145;MPBPJ0000001137;1;0,253
BECHD0000003145;BECHD0000003145;MPBPJ0000001138;1;0,803
BECHD0000003145;BECHD0000003145;MPBPJ0000001139;1;0,803
BECHD0000003145;BECHD0000003145;MPBPJ0000001170;1;0,803
BECHD0000003145;BECHD0000003145;MPBPJ0000001173;1;0,396
BECHD0000003145;BECHD0000003145;MPBPJ0000001180;1;16,423
BECHD0000003145;BECHD0000003145;MPBPJ0000001181;1;12,32
BECHD0000003145;BECHD0000003145;MPBPJ0000001183;1;6,413
BECHD0000003145;BECHD0000003145;MPBPJ0000001184;1;3,157
BECHD0000003145;BECHD0000003145;MPBPJ0000001185;1;0,737
BECHD0000003145;BECHD0000003145;MPBPJ0000001186;1;0,737
BECHD0000003145;BECHD0000003145;MPBPJ0000001187;1;0,165
BECHD0000003145;BECHD0000003145;MPBPJ0000001188;1;0,088
BECHD0000003145;BECHD0000003145;MPBPJ0000001189;1;0,088
BECHD0000003145;BECHD0000003145;MPBPJ0000001190;1;0,088
BECHD0000003145;BECHD0000003145;MPBPJ0000001191;1;2,365
BECHD0000003145;BECHD0000003145;MPBPJ0000001192;1;3,608
BECHD0000003145;BECHD0000003145;MPBPJ0000001193;1;4,026
BECHD0000003145;BECHD0000003145;MPBPJ0000001194;1;3,025
BECHD0000003145;BECHD0000003145;MQX1709;0,00175;0,4626545
BECHD0000003146;BECHD0000003146;ERX0248;0,333333;0,027133306
BECHD0000003146;BECHD0000003146;MILPK0000000129;1;0,275
BECHD0000003146;BECHD0000003146;MILPK0000000134;1;0,594
BECHD0000003146;BECHD0000003146;MILPK0000000195;1;0,2233
BECHD0000003146;BECHD0000003146;MILPK0000000196;2;0,4466
BECHD0000003146;BECHD0000003146;MILPK0000000197;0,4;0,04532
BECHD0000003146;BECHD0000003146;MILPK0000000198;2;0,095018
BECHD0000003146;BECHD0000003146;MILRR0000000009;0,018;0,008294616
BECHD0000003146;BECHD0000003146;MPADC0000000396;1;12,375
BECHD0000003146;BECHD0000003146;MPAEA0000000519;1;4,356
BECHD0000003146;BECHD0000003146;MPAEA0000000521;1;42,394
BECHD0000003146;BECHD0000003146;MPAHD0000000210;1;15,972
BECHD0000003146;BECHD0000003146;MPAKG0000005006;1;0,594
BECHD0000003146;MNJVS0000002845;MPAKG0000005011;1;0,264
BECHD0000003146;BECHD0000003146;MPAKG0000007533;1;0,319
BECHD0000003146;MNJVS0000002845;MPAKK0000004768;1;0,484
BECHD0000003146;BECHD0000003146;MPAKK0000004846;1;4,477
BECHD0000003146;BECHD0000003146;MPAKK0000004886;1;1,485
BECHD0000003146;MNJVS0000002845;MPAKK0000005015;1;0,264
BECHD0000003146;MNJVS0000002845;MPAKK0000005016;1;8,096
BECHD0000003146;MNJVS0000002845;MPAKK0000005019;1;0,484
BECHD0000003146;BECHD0000003146;MPAKM0000003924;1;0,605
BECHD0000003146;MNJVS0000002845;MPAKM0000004028;1;0,484
BECHD0000003146;BECHD0000003146;MPAKM0000004754;1;4,18
BECHD0000003146;BECHD0000003146;MPAKM0000004756;1;23,1
BECHD0000003146;BECHD0000003146;MPAKM0000004757;1;4,18
BECHD0000003146;BECHD0000003146;MPAKM0000004766;1;4,18
BECHD0000003146;BECHD0000003146;MPAKP0000000007;1;0,792
BECHD0000003146;BECHD0000003146;MPAKP0000000008;1;0,792
BECHD0000003146;BECHD0000003146;MPAKX0000000070;0,333333;1,976331357
BECHD0000003146;BECHD0000003146;MPAME0000000066;3;0,132
BECHD0000003146;BECHD0000003146;MPAPJ0000001396;1;0,088
BECHD0000003146;BECHD0000003146;MPAQA0000000003;0,06;0,0188298
BECHD0000003146;BECHD0000003146;MPARA0000000060;1;21,78
BECHD0000003146;BECHD0000003146;MPBMF0000000009;1;1,199
BECHD0000003146;BECHD0000003146;MPBMF0000000010;1;1,595
BECHD0000003146;BECHD0000003146;MPBPJ0000001119;1;0,88
BECHD0000003146;BECHD0000003146;MPBPJ0000001121;10;117,7
BECHD0000003146;BECHD0000003146;MPBPJ0000001128;1;0,088
BECHD0000003146;BECHD0000003146;MPBPJ0000001132;1;17,413
BECHD0000003146;BECHD0000003146;MPBPJ0000001137;1;0,253
BECHD0000003146;BECHD0000003146;MPBPJ0000001138;1;0,803
BECHD0000003146;BECHD0000003146;MPBPJ0000001139;1;0,803
BECHD0000003146;BECHD0000003146;MPBPJ0000001170;1;0,803
BECHD0000003146;BECHD0000003146;MPBPJ0000001173;1;0,396
BECHD0000003146;BECHD0000003146;MPBPJ0000001180;1;16,423
BECHD0000003146;BECHD0000003146;MPBPJ0000001182;1;12,32
BECHD0000003146;BECHD0000003146;MPBPJ0000001183;1;6,413
BECHD0000003146;BECHD0000003146;MPBPJ0000001184;1;3,157
BECHD0000003146;BECHD0000003146;MPBPJ0000001185;1;0,737
BECHD0000003146;BECHD0000003146;MPBPJ0000001186;1;0,737
BECHD0000003146;BECHD0000003146;MPBPJ0000001187;1;0,165
BECHD0000003146;BECHD0000003146;MPBPJ0000001188;1;0,088
BECHD0000003146;BECHD0000003146;MPBPJ0000001189;1;0,088
BECHD0000003146;BECHD0000003146;MPBPJ0000001190;1;0,088
BECHD0000003146;BECHD0000003146;MPBPJ0000001191;1;2,365
BECHD0000003146;BECHD0000003146;MPBPJ0000001192;1;3,608
BECHD0000003146;BECHD0000003146;MPBPJ0000001193;1;4,026
BECHD0000003146;BECHD0000003146;MPBPJ0000001194;1;3,025
BECHD0000003146;BECHD0000003146;MQX1709;0,00175;0,4626545
BECHD0000003147;BECHD0000003147;ERX0248;0,333333;0,027133306
BECHD0000003147;BECHD0000003147;MILPK0000000129;1;0,275
BECHD0000003147;BECHD0000003147;MILPK0000000134;1;0,594
BECHD0000003147;BECHD0000003147;MILPK0000000195;1;0,2233
BECHD0000003147;BECHD0000003147;MILPK0000000196;2;0,4466
BECHD0000003147;BECHD0000003147;MILPK0000000197;0,4;0,04532
BECHD0000003147;MNJVS0000002853;MILPK0000000198;2;0,095018
BECHD0000003147;BECHD0000003147;MILRR0000000009;0,018;0,008294616
BECHD0000003147;BECHD0000003147;MPAAP0000000164;1;0,44
BECHD0000003147;BECHD0000003147;MPABR0000004576;1;42,405
BECHD0000003147;BECHD0000003147;MPABR0000004578;1;15,95
BECHD0000003147;BECHD0000003147;MPABR0000004604;1;14,3
BECHD0000003147;MNJVS0000002851;MPAKG0000005006;1;0,594
BECHD0000003147;BECHD0000003147;MPAKG0000007277;1;0,319
BECHD0000003147;BECHD0000003147;MPAKK0000004636;1;10,12
BECHD0000003147;BECHD0000003147;MPAKK0000004639;1;3,08
BECHD0000003147;BECHD0000003147;MPAKK0000004669;1;0,935
BECHD0000003147;BECHD0000003147;MPAKK0000004713;1;0,33
BECHD0000003147;BECHD0000003147;MPAKK0000004885;1;0,418
BECHD0000003147;BECHD0000003147;MPAKM0000003924;1;0,605
BECHD0000003147;BECHD0000003147;MPAKM0000004754;1;4,18
BECHD0000003147;BECHD0000003147;MPAKM0000004767;1;23,1
BECHD0000003147;BECHD0000003147;MPAKX0000000070;0,333333;1,976331357
BECHD0000003147;BECHD0000003147;MPAME0000000067;3;0,99
BECHD0000003147;BECHD0000003147;MPANK0000000031;0,21;1,3167
BECHD0000003147;BECHD0000003147;MPANS0000000035;1;0,033
BECHD0000003147;MNJVS0000002851;MPAQA0000000003;0,06;0,0188298
BECHD0000003147;BECHD0000003147;MPARA0000000061;1;23,1
BECHD0000003147;BECHD0000003147;MPBPJ0000001145;4;20,328
BECHD0000003147;BECHD0000003147;MPBPJ0000001147;1;0,77
BECHD0000003147;BECHD0000003147;MPBPJ0000001149;1;0,99
BECHD0000003147;BECHD0000003147;MPBPJ0000001150;1;0,99
BECHD0000003147;BECHD0000003147;MPBPJ0000001151;1;0,11
BECHD0000003147;BECHD0000003147;MPBPJ0000001152;1;0,44
BECHD0000003147;BECHD0000003147;MPBPJ0000001153;1;0,44
BECHD0000003147;BECHD0000003147;MPBPJ0000001154;1;2,585
BECHD0000003147;BECHD0000003147;MPBPJ0000001155;1;0,088
BECHD0000003147;BECHD0000003147;MPBPJ0000001156;1;9,13
BECHD0000003147;BECHD0000003147;MPBPJ0000001157;1;2,31
BECHD0000003147;BECHD0000003147;MPBPJ0000001158;1;1,76
BECHD0000003147;BECHD0000003147;MPBPJ0000001159;1;5,06
BECHD0000003147;BECHD0000003147;MPBPJ0000001160;1;2,123
BECHD0000003147;BECHD0000003147;MPBPJ0000001161;1;1,606
BECHD0000003147;BECHD0000003147;MPBPJ0000001162;1;0,913
BECHD0000003147;BECHD0000003147;MPBPJ0000001195;1;9,812
BECHD0000003147;BECHD0000003147;MPBPJ0000001197;1;6,402
BECHD0000003147;BECHD0000003147;MPBPJ0000001198;1;1,562
BECHD0000003147;BECHD0000003147;MPBPJ0000001199;1;6,6
BECHD0000003147;BECHD0000003147;MPBPJ0000001200;1;0,22
BECHD0000003147;BECHD0000003147;MPBPJ0000001201;1;0,66
BECHD0000003147;BECHD0000003147;MQX1709;0,00175;0,4626545
BECHD0000003148;BECHD0000003148;ERX0248;0,333333;0,027133306
BECHD0000003148;BECHD0000003148;MILPK0000000129;1;0,275
BECHD0000003148;BECHD0000003148;MILPK0000000134;1;0,594
BECHD0000003148;BECHD0000003148;MILPK0000000195;1;0,2233
BECHD0000003148;BECHD0000003148;MILPK0000000196;2;0,4466
BECHD0000003148;BECHD0000003148;MILPK0000000197;0,4;0,04532
BECHD0000003148;MNJVS0000002854;MILPK0000000198;2;0,095018
BECHD0000003148;BECHD0000003148;MILRR0000000009;0,018;0,008294616
BECHD0000003148;BECHD0000003148;MPAAP0000000164;1;0,44
BECHD0000003148;BECHD0000003148;MPABR0000004515;1;38,94
BECHD0000003148;BECHD0000003148;MPABR0000004518;1;14,96
BECHD0000003148;BECHD0000003148;MPABR0000004566;1;12,1
BECHD0000003148;MNJVS0000002852;MPAKG0000005006;1;0,594
BECHD0000003148;BECHD0000003148;MPAKG0000007278;1;0,319
